code,long_name_en,long_name_tr,long_name_tr_source,component,unit_default,scale_typ
79125-1,Hawkinsin [Moles/volume] in Serum or Plasma,Hawkinsin:SubKons:Zmlı:Ser/Plaz:Kant,composed,Hawkinsin,umol/L,Qn
79126-9,Uroporphyrin 1 isomer [Mass/time] in 24 hour Urine,Üroporfirin 1 izomer:KütlHz:24Sa:İdrar:Kant,composed,Uroporphyrin 1 isomer,ug/(24.h),Qn
79127-7,Uroporphyrin 1 isomer/Creatinine [Mass Ratio] in Urine,Üroporfirin 1 izomer/Kreatinin:KütlOr:Zmlı:İdrar:Kant,composed,Uroporphyrin 1 isomer/Creatinine,ug/g{creat},Qn
79128-5,Uroporphyrin 3 isomer [Mass/time] in 24 hour Urine,Üroporfirin 3 izomer:KütlHz:24Sa:İdrar:Kant,composed,Uroporphyrin 3 isomer,ug/(24.h),Qn
7912-9,Herpes simplex virus 2 IgG Ab [Units/volume] in Serum,Herpes simplex virüsü 2 Ab.IgG:SçKons:Zmlı:Ser:Kant,composed,Herpes simplex virus 2 Ab.IgG,[arb'U]/mL,Qn
79129-3,Uroporphyrin 3 isomer/Creatinine [Mass Ratio] in Urine,Üroporfirin 3 izomer/Kreatinin:KütlOr:Zmlı:İdrar:Kant,composed,Uroporphyrin 3 isomer/Creatinine,ug/g{creat},Qn
79130-1,Platelet aggregation ristocetin induced in Platelet rich plasma --500 ug/mL,Trombosit agregasyonu.ristosetin uyarılı^500 ug/mL:GörSçKons:Zmlı:TZnP:Kant,composed,Platelet aggregation.ristocetin induced^500 ug/mL,%,Qn
79131-9,1-Hydroxymidazolam [Mass/volume] in Body fluid,1-Hidroksimidazolam:KütlKons:Zmlı:Vücut sv:Kant,composed,1-Hydroxymidazolam,ng/mL,Qn
79132-7,4-Hydroxymidazolam [Mass/volume] in Body fluid,4-Hidroksimidazolam:KütlKons:Zmlı:Vücut sv:Kant,composed,4-Hydroxymidazolam,ng/mL,Qn
79133-5,9-Hydroxyrisperidone [Mass/volume] in Body fluid,9-Hidroksirisperidon:KütlKons:Zmlı:Vücut sv:Kant,composed,9-Hydroxyrisperidone,ng/mL,Qn
79134-3,Abacavir [Mass/volume] in Cerebral spinal fluid,Abakavir:KütlKons:Zmlı:BOS:Kant,composed,Abacavir,ng/mL,Qn
79135-0,Acebutolol [Mass/volume] in Body fluid,Asebutolol:KütlKons:Zmlı:Vücut sv:Kant,composed,Acebutolol,ng/mL,Qn
79136-8,Acepromazine [Mass/volume] in Body fluid,Asepromazin:KütlKons:Zmlı:Vücut sv:Kant,composed,Acepromazine,ng/mL,Qn
7913-7,Herpes simplex virus 2 IgM Ab [Units/volume] in Serum,Herpes simplex virüsü 2 Ab.IgM:SçKons:Zmlı:Ser:Kant,composed,Herpes simplex virus 2 Ab.IgM,[arb'U]/mL,Qn
79137-6,Benzylpiperazine [Mass/volume] in Body fluid,Benzilpiperazin:KütlKons:Zmlı:Vücut sv:Kant,composed,Benzylpiperazine,ng/mL,Qn
79138-4,Buprenorphine [Presence] in Blood by Confirmatory method,Buprenorfin:MevcEşik:Zmlı:Kan:Srl:Onay,composed,Buprenorphine,,Ord
79139-2,Buprenorphine [Presence] in Blood by Screen method,Buprenorfin:MevcEşik:Zmlı:Kan:Srl:Tarama,composed,Buprenorphine,,Ord
791-4,Erythrocytes [#/volume] in Cerebral spinal fluid by Automated count,Eritrositler:SayKons:Zmlı:BOS:Kant:Otomatize sayım,composed,Erythrocytes,10*3/uL,Qn
79140-0,Carisoprodol+Meprobamate [Presence] in Blood by Screen method,Karizoprodol+Meprobamat:MevcEşik:Zmlı:Kan:Srl:Tarama,composed,Carisoprodol+Meprobamate,,Ord
79141-8,Cathinone [Presence] in Urine by Screen method,katinon:MevcEşik:Zmlı:İdrar:Srl:Tarama,composed,Cathinone,,Ord
79142-6,Gamma hydroxybutyrate [Mass/volume] in Body fluid,Gamma hidroksibütirat:KütlKons:Zmlı:Vücut sv:Kant,composed,Gamma hydroxybutyrate,mg/L,Qn
79143-4,Mercury [Moles/mass] in Nail,Civa:Subİçrk:Zmlı:Tırnak:Kant,composed,Mercury,nmol/g,Qn
79144-2,Methcathinone [Presence] in Urine by Screen method,Metkatinon:MevcEşik:Zmlı:İdrar:Srl:Tarama,composed,Methcathinone,,Ord
7914-5,Heterophile Ab after beef cell absorption [Titer] in Serum,Sığır hücresi absorpsiyonu sonrası Heterofil Antikor [Titre] Serumda,llm,Heterophile Ab after beef cell absorption,{titer},SemiQn
79145-9,Tapentadol [Presence] in Blood by Confirmatory method,Tapentadol:MevcEşik:Zmlı:Kan:Srl:Onay,composed,Tapentadol,,Ord
79146-7,Tapentadol [Presence] in Blood by Screen method,Tapentadol:MevcEşik:Zmlı:Kan:Srl:Tarama,composed,Tapentadol,,Ord
79147-5,traMADol [Presence] in Blood by Confirmatory method,Tramadol:MevcEşik:Zmlı:Kan:Srl:Onay,composed,traMADol,,Ord
79148-3,traMADol [Presence] in Blood by Screen method,Tramadol:MevcEşik:Zmlı:Kan:Srl:Tarama,composed,traMADol,,Ord
79149-1,Trimeprazine [Mass/volume] in Body fluid,Trimeprazin:KütlKons:Zmlı:Vücut sv:Kant,composed,Trimeprazine,ng/mL,Qn
79150-9,Clock drawing panel [GPCOG],,,Clock drawing panel,,-
79151-7,Known allergies to food or environmental agents,,,Known allergies to food or environmental agents,,Nom
7915-2,Heterophile Ab after guinea pig cell absorption [Titer] in Serum,Kobay hücresi absorpsiyonu sonrası Heterofil Antikor [Titre] Serumda,llm,Heterophile Ab after guinea pig cell absorption,{titer},SemiQn
79152-5,Acenocoumarol [Mass/volume] in Body fluid,Asenokumarol:KütlKons:Zmlı:Vücut sv:Kant,composed,Acenocoumarol,ng/mL,Qn
79153-3,Alfentanil [Mass/volume] in Body fluid,Alfentanil:KütlKons:Zmlı:Vücut sv:Kant,composed,Alfentanil,ng/mL,Qn
79154-1,Alizapride [Mass/volume] in Body fluid,Alizaprid:KütlKons:Zmlı:Vücut sv:Kant,composed,Alizapride,ng/mL,Qn
79156-6,Cold agglutinin [Titer] in Serum by 37 degree C incubation --1 hour post incubation,Soğuk aglütinin [Titre] Serumda 37 derece C inkübasyon --inkübasyon sonrası 1 saat ile,llm,Cold agglutinin^1H post incubation,{titer},SemiQn
79157-4,Cold agglutinin [Titer] in Serum by 22 degree C incubation --1 hour post incubation,Soğuk aglütinin [Titre] Serumda 22 derece C inkübasyon --inkübasyon sonrası 1 saat ile,llm,Cold agglutinin^1H post incubation,{titer},SemiQn
79158-2,Cold agglutinin [Titer] in Serum by 4 deg C incubation --1 hour post incubation,Soğuk aglütinin [Titre] Serumda 4 derece C inkübasyon --inkübasyon sonrası 1 saat ile,llm,Cold agglutinin^1H post incubation,{titer},SemiQn
79159-0,Cold agglutinin [Titer] in Serum by 4 deg C incubation --24 hour post incubation,Soğuk aglütinin [Titre] Serumda 4 derece C inkübasyon --inkübasyon sonrası 24 saat ile,llm,Cold agglutinin^24H post incubation,{titer},SemiQn
7916-0,Histoplasma capsulatum Ab [Units/volume] in Serum,Histoplazma Kapsulatum Ab:SçKons:Zmlı:Ser:Kant,composed,Histoplasma capsulatum Ab,[arb'U]/mL,Qn
79160-8,Cold agglutinin panel - Serum,Soğuk aglütinin paneli - Serum,llm,Cold agglutinin panel,,-
79161-6,Nortriptyline and E-10-hydroxynortriptyline and Z-10-hydroxynortriptyline panel - Serum or Plasma,Nortriptilin ve E-10-hidroksinortriptilin ve Z-10-hidroksinortriptilin paneli:-:Zmlı:Ser/Plaz:Kant,composed,Nortriptyline & E-10-hydroxynortriptyline & Z-10-hydroxynortriptyline panel,,Qn
79162-4,chlordiazePOXIDE and Norchlordiazepoxide panel - Serum or Plasma,Klordiazepoksid ve Norklordiazepoksid paneli:-:Zmlı:Ser/Plaz:Kant,composed,Chlordiazepoxide & Norchlordiazepoxide panel,,Qn
79163-2,Z-10-Hydroxynortriptyline [Mass/volume] in Serum or Plasma,Z-10-Hidroksinortriptilin:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Z-10-Hydroxynortriptyline,ng/L,Qn
79164-0,CES1 gene c.428G>A [Presence] in Blood or Tissue by Molecular genetics method,CES1 geni.c.428G>A:MevcEşik:Zmlı:Kan/Dk:Srl:Molgen,composed,CES1 gene.c.428G>A,,Ord
79165-7,OXcarbazepine trough and 10-hydroxycarbazepine panel - Serum or Plasma,Okzarbazepin en düşük ve 10-hidroksikarbazepin paneli:-:Zmlı:Ser/Plaz:Kant,composed,OXcarbazepine trough & 10-hydroxycarbazepine panel,,Qn
79166-5,Peach natural (nPru p) 3 IgE Ab [Units/volume] in Serum,Prunus persica natif (nPru p) 3 Ab.IgE:SçKons:Zmlı:Ser:Kant,composed,Prunus persica native (nPru p) 3 Ab.IgE,k[arb'U]/L,Qn
79167-3,Honey bee recombinant (rApi m) 2 IgE Ab [Units/volume] in Serum,Apis mellifera rekombinant (rApi m) 2 Ab.IgE:SçKons:Zmlı:Ser:Kant,composed,Apis mellifera recombinant (rApi m) 2 Ab.IgE,k[arb'U]/L,Qn
79168-1,Cherry recombinant (rPru av) 4 IgE Ab [Units/volume] in Serum,Prunus avium rekombinant (rPru av) 4 Ab.IgE:SçKons:Zmlı:Ser:Kant,composed,Prunus avium recombinant (rPru av) 4 Ab.IgE,k[arb'U]/L,Qn
79169-9,Cherry recombinant (rPru av) 3 IgE Ab [Units/volume] in Serum,Prunus avium rekombinant (rPru av) 3 Ab.IgE:SçKons:Zmlı:Ser:Kant,composed,Prunus avium recombinant (rPru av) 3 Ab.IgE,k[arb'U]/L,Qn
79170-7,Cherry recombinant (rPru av) 1 IgE Ab [Units/volume] in Serum,Prunus avium rekombinant (rPru av) 1 Ab.IgE:SçKons:Zmlı:Ser:Kant,composed,Prunus avium recombinant (rPru av) 1 Ab.IgE,k[arb'U]/L,Qn
79171-5,Apple recombinant (rMal d) 4 IgE Ab [Units/volume] in Serum,Malus domestica rekombinant (rMal d) 4 Ab.IgE:SçKons:Zmlı:Ser:Kant,composed,Malus domestica recombinant (rMal d) 4 Ab.IgE,k[arb'U]/L,Qn
79172-3,Somatotropin [Units/volume] in Serum or Plasma --2.5 hours post XXX challenge,Somatotropin^2.5Sa snr XXX girişimi:SçKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^2.5H post XXX challenge,m[IU]/L,Qn
79173-1,Somatotropin [Units/volume] in Serum or Plasma --2 hours post XXX challenge,Somatotropin^2Sa snr XXX girişimi:SçKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^2H post XXX challenge,m[IU]/L,Qn
79174-9,Somatotropin [Units/volume] in Serum or Plasma --1.5 hours post XXX challenge,Somatotropin^1.5Sa snr XXX girişimi:SçKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^1.5H post XXX challenge,m[IU]/L,Qn
79175-6,Somatotropin [Units/volume] in Serum or Plasma --1 hour post XXX challenge,Somatotropin^1Sa snr XXX girişimi:SçKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^1H post XXX challenge,m[IU]/L,Qn
79176-4,Somatotropin [Units/volume] in Serum or Plasma --30 minutes post XXX challenge,Somatotropin^30dk snr XXX girişimi:SçKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^30M post XXX challenge,m[IU]/L,Qn
79177-2,Clostridioides difficile glutamate dehydrogenase and toxins A+B [Presence] in Stool by Rapid immunoassay,Clostridium difficile glutamat dehidrojenaz ve toksinler A+B:MevcEşik:Zmlı:Dışkı:Srl:İA.hızlı,composed,Clostridioides difficile glutamate dehydrogenase & toxins A+B,,Ord
7917-8,HIV 1 Ab [Presence] in Serum,HIV 1 Ab:MevcEşik:Zmlı:Ser:Srl,composed,HIV 1 Ab,,Ord
79178-0,4-Hydroxycyclohexylacetate/Creatinine [Molar ratio] in Urine,4-Hidroksisiklohekzilasetat/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,4-Hydroxycyclohexylacetate/creatinine,mmol/mol{creat},Qn
79179-8,Somatotropin [Units/volume] in Serum or Plasma --75 minutes post XXX challenge,Somatotropin^75dk snr XXX girişimi:SçKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^75M post XXX challenge,m[IU]/L,Qn
79180-6,Somatotropin [Units/volume] in Serum or Plasma --45 minutes post XXX challenge,Somatotropin^45dk snr XXX girişimi:SçKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^45M post XXX challenge,m[IU]/L,Qn
79181-4,Somatotropin [Units/volume] in Serum or Plasma --15 minutes post XXX challenge,Somatotropin^15dk snr XXX girişimi:SçKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^15M post XXX challenge,m[IU]/L,Qn
79182-2,RNA polymerase III IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,RNA polimeraz III Ab.IgG:SçKons:Zmlı:Ser/Plaz:Kant:İA,composed,RNA polymerase III Ab.IgG,{ELISA'U},Qn
79183-0,First name of Guardian or legally authorized representative,Ad:KişiAdı:Zmlı:^Gardiyan veya yasal yetkilendirilmiş temsilci:Snf,composed,First name,,Nom
79184-8,Last name of Guardian or legally authorized representative,Soyad:KişiAdı:Zmlı:^Gardiyan veya yasal yetkilendirilmiş temsilci:Snf,composed,Last name,,Nom
7918-6,HIV 1+2 Ab [Presence] in Serum,HIV 1+2 Ab:MevcEşik:Zmlı:Ser:Srl,composed,HIV 1+2 Ab,,Ord
79186-3,Cells.CD3+CD4+CD8+ (Double positive)/cells in Blood,Hücreler.CD3+CD4+CD8+/Hücreler:SayFr:Zmlı:Kan:Kant,composed,Cells.CD3+CD4+CD8+/Cells,%,Qn
79187-1,Cells.CD3+CD4+CD8+ (Double positive) [#/volume] in Blood,Hücreler.CD3+CD4+CD8+:SayKons:Zmlı:Kan:Kant,composed,Cells.CD3+CD4+CD8+,/uL,Qn
79188-9,Platelet aggregation ADP induced in Platelet rich plasma --10 umol/L,Trombosit agregasyonu.adenozin difosfat uyarılmış^10 um:GörSçKons:Zmlı:TZnP:Kant,composed,Platelet aggregation.adenosine diphosphate induced^10 umol/L,%,Qn
79189-7,Hepatitis C virus core Ag [Presence] in Serum or Plasma by Immunoassay,Hepatitis C virüs core Ag:MevcEşik:Zmlı:Ser/Plaz:Srl:İA,composed,Hepatitis C virus core Ag,,Ord
79190-5,Zika virus RNA [Presence] in Specimen by NAA with probe detection,Zika virüs RNA:MevcEşik:Zmlı:XXX:Srl:Prob.amf.hdf,composed,Zika virus RNA,,Ord
79191-3,Patient demographics panel,,,Patient demographics panel,,-
79192-1,Maternal pregnancy information Narrative,,,Pregnancy information,,Nar
79193-9,Glucose [Mass/volume] in Serum or Plasma --15 minutes post dose arginine+insulin,Glukoz^15dk snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Glucose^15M post dose arginine+insulin,mg/dL,Qn
7919-4,HIV 2 Ab [Presence] in Serum,HIV 2 Ab:MevcEşik:Zmlı:Ser:Srl,composed,HIV 2 Ab,,Ord
79194-7,Glucose [Mass/volume] in Serum or Plasma --30 minutes post dose arginine+insulin,Glukoz^30dk snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Glucose^30M post dose arginine+insulin,mg/dL,Qn
79195-4,Glucose [Mass/volume] in Serum or Plasma --45 minutes post dose arginine+insulin,Glukoz^45dk snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Glucose^45M post dose arginine+insulin,mg/dL,Qn
79196-2,Glucose [Mass/volume] in Serum or Plasma --1 hour post dose arginine+insulin,Glukoz^1Sa snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Glucose^1H post dose arginine+insulin,mg/dL,Qn
79197-0,Somatotropin [Mass/volume] in Serum or Plasma --2 hours post dose arginine+insulin,Somatotropin^2Sa snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^2H post dose arginine+insulin,mg/dL,Qn
79198-8,Somatotropin [Mass/volume] in Serum or Plasma --2.25 hours post dose arginine+insulin,Somatotropin^2.25Sa snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^2.25H post dose arginine+insulin,ng/mL,Qn
79199-6,Somatotropin [Mass/volume] in Serum or Plasma --15 minutes post dose arginine+insulin,Somatotropin^15dk snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^15M post dose arginine+insulin,ng/mL,Qn
79200-2,Somatotropin [Mass/volume] in Serum or Plasma --2.5 hours post dose arginine+insulin,Somatotropin^2.5Sa snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^2.5H post dose arginine+insulin,ng/mL,Qn
79201-0,Somatotropin [Mass/volume] in Serum or Plasma --30 minutes post dose arginine+insulin,Somatotropin^30dk snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^30M post dose arginine+insulin,ng/mL,Qn
7920-2,Influenza virus A Ab [Units/volume] in Serum,İnfluenza virüsü A Ab:SçKons:Zmlı:Ser:Kant,composed,Influenza virus A Ab,[arb'U]/mL,Qn
79202-8,Somatotropin [Mass/volume] in Serum or Plasma --45 minutes post dose arginine+insulin,Somatotropin^45dk snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^45M post dose arginine+insulin,ng/mL,Qn
79203-6,Somatotropin [Mass/volume] in Serum or Plasma --1 hour post dose arginine+insulin,Somatotropin^1Sa snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^1H post dose arginine+insulin,ng/mL,Qn
79204-4,Somatotropin [Mass/volume] in Serum or Plasma --1.25 hours post dose arginine+insulin,Somatotropin^1.25Sa snr dozu arjinin+insulin:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^1.25H post dose arginine+insulin,ng/mL,Qn
79205-1,Somatotropin [Mass/volume] in Serum or Plasma --1.5 hours post dose arginine+insulin,Somatotropin^1.5Sa snr arjinin+insulin dozu:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Somatotropin^1.5H post dose arginine+insulin,ng/mL,Qn
79206-9,"inv(2)(p21;p23)(EML4,ALK) fusion transcript [Presence] in Blood or Tissue by FISH","inv(2)(p21;p23)(EML4,ALK) füzyon transkript:MevcEşik:Zmlı:Kan/Dk:Srl:FISH",composed,"inv(2)(p21;p23)(EML4,ALK) fusion transcript",,Ord
79207-7,BRCA1 gene mutation analysis limited to known familial mutations in Blood or Tissue by Molecular genetics method,"BRCA1 geni mutasyon analizi, bilinen ailesel mutasyonlarla sınırlandırılmış:Bulgu:Zmlı:Kan/Dk:Dokm:Molgen",composed,BRCA1 gene mutation analysis limited to known familial mutations,,Doc
