code,description_tr,description_en,parent_code,is_billable
V42.3,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza","Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant, nontraffic accident",V42,false
V42.30,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, sedan",,V42.3,true
V42.31,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, dört tekerlekli arazi aracı",,V42.3,true
V42.32,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, dört tekerlekli motosiklet",,V42.3,true
V42.33,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, yolcu vanı",,V42.3,true
V42.38,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V42.3,true
V42.39,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V42.3,true
V42.4,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, binerken veya inerken","Car occupant injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting",V42,false
V42.40,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, sedan",,V42.4,true
V42.41,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, dört tekerlekli arazi aracı",,V42.4,true
V42.42,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, dört tekerlekli motosiklet",,V42.4,true
V42.43,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, yolcu vanı",,V42.4,true
V42.48,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, diğer tanımlanmış araba [otomobil]",,V42.4,true
V42.49,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, tanımlanmamış araba [otomobil]",,V42.4,true
V42.5,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası","Car occupant injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident",V42,false
V42.50,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, sedan",,V42.5,true
V42.51,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, dört tekerlekli arazi aracı",,V42.5,true
V42.52,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, dört tekerlekli motosiklet",,V42.5,true
V42.53,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, yolcu vanı",,V42.5,true
V42.58,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, diğer tanımlanmış araba [otomobil]",,V42.5,true
V42.59,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, tanımlanmamış araba [otomobil]",,V42.5,true
V42.6,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası","Car occupant injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident",V42,false
V42.60,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, sedan",,V42.6,true
V42.61,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, dört tekerlekli arazi aracı",,V42.6,true
V42.62,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, dört tekerlekli motosiklet",,V42.6,true
V42.63,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, yolcu vanı",,V42.6,true
V42.68,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, diğer tanımlanmış araba [otomobil]",,V42.6,true
V42.69,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, tanımlanmamış araba [otomobil]",,V42.6,true
V42.7,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası","Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident",V42,false
V42.70,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, sedan",,V42.7,true
V42.71,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, dört tekerlekli arazi aracı",,V42.7,true
V42.72,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, dört tekerlekli motosiklet",,V42.7,true
V42.73,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, yolcu vanı",,V42.7,true
V42.78,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, diğer tanımlanmış araba [otomobil]",,V42.7,true
V42.79,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, tanımlanmamış araba [otomobil]",,V42.7,true
V42.9,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası","Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant, traffic accident",V42,false
V42.90,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, sedan",,V42.9,true
V42.91,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, dört tekerlekli arazi aracı",,V42.9,true
V42.92,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, dört tekerlekli motosiklet",,V42.9,true
V42.93,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, yolcu vanı",,V42.9,true
V42.98,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, diğer tanımlanmış araba [otomobil]",,V42.9,true
V42.99,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, tanımlanmamış araba [otomobil]",,V42.9,true
V43,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki  kişi",,V40-V49,false
V43.0,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza","Car occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident",V43,false
V43.00,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, sedan",,V43.0,true
V43.01,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, dört tekerlekli arazi aracı",,V43.0,true
V43.02,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, dört tekerlekli motosiklet",,V43.0,true
V43.03,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, yolcu vanı",,V43.0,true
V43.08,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V43.0,true
V43.09,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V43.0,true
V43.1,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza","Car occupant injured in collision with car, pick-up truck or van, passenger, nontraffic accident",V43,false
V43.10,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, sedan",,V43.1,true
V43.11,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, dört tekerlekli arazi aracı",,V43.1,true
V43.12,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, dört tekerlekli motosiklet",,V43.1,true
V43.13,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, yolcu vanı",,V43.1,true
V43.18,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V43.1,true
V43.19,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V43.1,true
V43.2,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza","Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident",V43,false
V43.20,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, sedan",,V43.2,true
V43.21,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, dört tekerlekli arazi aracı",,V43.2,true
V43.22,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, dört tekerlekli motosiklet",,V43.2,true
V43.23,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, yolcu vanı",,V43.2,true
V43.28,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V43.2,true
V43.29,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V43.2,true
V43.3,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza","Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant, nontraffic accident",V43,false
V43.30,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, sedan",,V43.3,true
V43.31,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, dört tekerlekli arazi aracı",,V43.3,true
V43.32,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, dört tekerlekli motosiklet",,V43.3,true
V43.33,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, yolcu vanı",,V43.3,true
V43.38,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V43.3,true
V43.39,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V43.3,true
V43.4,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken","Car occupant injured in collision with car, pick-up truck or van, while boarding or alighting",V43,false
V43.40,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, sedan",,V43.4,true
V43.41,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, dört tekerlekli arazi aracı",,V43.4,true
V43.42,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, dört tekerlekli motosiklet",,V43.4,true
V43.43,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, yolcu vanı",,V43.4,true
V43.48,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, diğer tanımlanmış araba [otomobil]",,V43.4,true
V43.49,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, tanımlanmamış araba [otomobil]",,V43.4,true
V43.5,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası","Car occupant injured in collision with car, pick-up truck or van, driver, traffic accident",V43,false
V43.50,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, sedan",,V43.5,true
V43.51,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, dört tekerlekli arazi aracı",,V43.5,true
V43.52,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, dört tekerlekli motosiklet",,V43.5,true
V43.53,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, yolcu vanı",,V43.5,true
V43.58,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, diğer tanımlanmış araba [otomobil]",,V43.5,true
V43.59,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, tanımlanmamış araba [otomobil]",,V43.5,true
V43.6,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası","Car occupant injured in collision with car, pick-up truck or van, passenger, traffic accident",V43,false
V43.60,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, sedan",,V43.6,true
V43.61,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, dört tekerlekli arazi aracı",,V43.6,true
V43.62,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, dört tekerlekli motosiklet",,V43.6,true
V43.63,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, yolcu vanı",,V43.6,true
V43.68,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, diğer tanımlanmış araba [otomobil]",,V43.6,true
V43.69,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, tanımlanmamış araba [otomobil]",,V43.6,true
V43.7,"Araba, kamyonet veya vanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası","Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident",V43,false
