atc_code,description_en,description_tr,description_tr_source
N05CA12,reposal,reposal,llm
N05CA15,methohexital,metoheksital,llm
N05CA16,hexobarbital,heksobarbital,llm
N05CA19,thiopental,tiopental,llm
N05CA20,etallobarbital,etalobarbital,llm
N05CA21,allobarbital,allobarbital,llm
N05CA22,proxibarbal,proksibarbal,llm
N05CB01,combinations of barbiturates,barbitürat kombinasyonları,llm
N05CB02,barbiturates in combination with other drugs,diğer ilaçlarla kombinasyon halinde barbitüratlar,llm
N05CC01,chloral hydrate,kloral hidrat,llm
N05CC02,chloralodol,kloralodol,llm
N05CC03,acetylglycinamide chloral hydrate,asetilglisinamid kloral hidrat,llm
N05CC04,dichloralphenazone,dikloralfenazon,llm
N05CC05,paraldehyde,paraldehit,llm
N05CD01,flurazepam,flurazepam,llm
N05CD02,nitrazepam,nitrazepam,titck
N05CD03,flunitrazepam,flunitrazepam,llm
N05CD04,estazolam,estazolam,llm
N05CD05,triazolam,triazolam,llm
N05CD06,lormetazepam,lormetazepam,llm
N05CD07,temazepam,temazepam,llm
N05CD08,midazolam,midazolam,titck
N05CD09,brotizolam,brotizolam,llm
N05CD10,quazepam,kuazepam,llm
N05CD11,loprazolam,loprazolam,llm
N05CD12,doxefazepam,doksefazepam,llm
N05CD13,cinolazepam,sinolazepam,llm
N05CD14,remimazolam,remimazolam,llm
N05CD15,nimetazepam,nimetazepam,llm
N05CD16,dimdazenil,dimdazenil,llm
N05CE01,glutethimide,glutetimid,llm
N05CE02,methyprylon,metiprilon,llm
N05CE03,pyrithyldione,piritildion,llm
N05CF01,zopiclone,zopiklon,titck
N05CF02,zolpidem,zolpidem,titck
N05CF03,zaleplon,zaleplon,llm
N05CF04,eszopiclone,eszopiklon,llm
N05CH01,melatonin,melatonin,titck
N05CH02,ramelteon,ramelteon,titck
N05CH03,tasimelteon,tasimelteon,llm
N05CJ01,suvorexant,suvoreksant,llm
N05CJ02,lemborexant,lemboreksant,llm
N05CJ03,daridorexant,daridoreksant,llm
N05CM01,methaqualone,metakualon,llm
N05CM02,clomethiazole,klometiazol,llm
N05CM03,bromisoval,bromisoval,llm
N05CM04,carbromal,karbromal,llm
N05CM05,scopolamine,skopolamin,llm
N05CM06,propiomazine,propiomazin,llm
N05CM07,triclofos,triklofos,llm
N05CM08,ethchlorvynol,etklorvinol,llm
N05CM09,Valerianae radix,Valerianae radix,llm
N05CM10,hexapropymate,heksapropimat,llm
N05CM11,bromides,bromürler,llm
N05CM12,apronal,apronal,llm
N05CM13,valnoctamide,valnoktamid,llm
N05CM15,methylpentynol,metilpentinol,llm
N05CM16,niaprazine,niaprazin,llm
N05CM18,dexmedetomidine,deksmedetomidin hidroklorür,titck
N05CX01,"meprobamate, combinations","meprobamat, kombinasyonlar",llm
N05CX02,"methaqualone, combinations","metakualon, kombinasyonlar",llm
N05CX03,"methylpentynol, combinations","metilpentinol, kombinasyonlar",llm
N05CX04,"clomethiazole, combinations","klometiazol, kombinasyonlar",llm
N05CX05,"emepronium, combinations","emepronium, kombinasyonlar",llm
N05CX06,"dipiperonylaminoethanol, combinations","dipiperonilaminoetanol, kombinasyonlar",llm
N06AA01,desipramine,desipramine,titck
N06AA02,imipramine,imipramin hcl,titck
N06AA03,imipramine oxide,imipramin oksit,llm
N06AA04,clomipramine,klomipramin hcl,titck
N06AA05,opipramol,opipramol dihidroklorür,titck
N06AA06,trimipramine,trimipramin,llm
N06AA07,lofepramine,lofepramin,llm
N06AA08,dibenzepin,dibenzepin,llm
N06AA09,amitriptyline,amitriptilin,titck
N06AA10,nortriptyline,nortriptilin,llm
N06AA11,protriptyline,protriptilin,llm
N06AA12,doxepin,doksepin,llm
N06AA13,iprindole,iprindol,llm
N06AA14,melitracen,melitrasen,llm
N06AA15,butriptyline,butriptilin,llm
N06AA16,dosulepin,dosulepin,llm
N06AA17,amoxapine,amoksapin,llm
N06AA18,dimetacrine,dimetakrin,llm
N06AA19,amineptine,amineptin,llm
N06AA21,maprotiline,maprotilin hcl,titck
N06AA23,quinupramine,kinupramin,llm
N06AB02,zimeldine,zimeldin,llm
N06AB03,fluoxetine,fluoxetine,titck
N06AB04,citalopram,citalopram,titck
N06AB05,paroxetine,paroksetin hidroklorür,titck
N06AB06,sertraline,sertralin hcl,titck
N06AB07,alaproclate,alaproklat,llm
N06AB08,fluvoxamine,fluvoksamin maleat,titck
N06AB09,etoperidone,etoperidon,llm
N06AB10,escitalopram,essitalopram oksalat,titck
N06AF01,isocarboxazid,izokarboksazid,llm
N06AF02,nialamide,nialamid,llm
N06AF03,phenelzine,fenelzin,llm
N06AF04,tranylcypromine,tranilsipromin,llm
N06AF05,iproniazide,iproniazid,llm
N06AF06,iproclozide,iproklozid,llm
N06AG02,moclobemide,moclobemid,titck
N06AG03,toloxatone,toloksaton,llm
N06AX01,oxitriptan,oksitriptan,llm
N06AX02,tryptophan,triptofan,llm
N06AX03,mianserin,mianserin hidroklorür,titck
N06AX04,nomifensine,nomifensin,llm
N06AX05,trazodone,trazodon hidroklorür,titck
N06AX06,nefazodone,nefazodon,llm
N06AX07,minaprine,minaprin,llm
N06AX08,bifemelane,bifemelan,llm
N06AX09,viloxazine,viloksazin,llm
N06AX10,oxaflozane,oksaflozan,llm
N06AX11,mirtazapine,mirtazapin,titck
N06AX12,bupropion,bupropion hidroklorür,titck
N06AX13,medifoxamine,medifoksamin,llm
N06AX14,tianeptine,tianeptine,titck
N06AX15,pivagabine,pivagabin,llm
N06AX16,venlafaxine,venlafaksin hcl,titck
N06AX17,milnacipran,milnasipran,llm
N06AX18,reboxetine,reboksetinmetan sülfonat,titck
N06AX19,gepirone,gepiron,llm
N06AX21,duloxetine,duloksetin hcl,titck
N06AX22,agomelatine,agomelatine,titck
N06AX23,desvenlafaxine,desvenlafaksin,llm
N06AX24,vilazodone,vilazodon hidroklorür,titck
N06AX25,Hyperici herba,Hyperici herba,llm
N06AX26,vortioxetine,vortioksetin hidrobromür 2-butanol solvat,titck
N06AX27,esketamine,esketamin hidroklorür,titck
N06AX28,levomilnacipran,levomilnasipran,llm
N06AX29,brexanolone,breksanolon,llm
N06AX31,zuranolone,zuranolon,llm
N06AX62,bupropion and dextromethorphan,bupropion ve dekstrometorfan,llm
N06BA01,amfetamine,amfetamin,llm
N06BA02,dexamfetamine,deksamfetamin,llm
N06BA03,metamfetamine,metamfetamin,llm
N06BA04,methylphenidate,metilfenidat hcl,titck
N06BA05,pemoline,pemolin,llm
N06BA06,fencamfamin,fenkamfamin,llm
N06BA07,modafinil,modafinil,titck
N06BA08,fenozolone,fenozolon,llm
N06BA09,atomoxetine,atomoksetin hidroklorür,titck
N06BA10,fenetylline,fenetilin,llm
N06BA11,dexmethylphenidate,deksmetilfenidat,llm
N06BA12,lisdexamfetamine,lisdeksamfetamin,llm
N06BA13,armodafinil,armodafinil,titck
N06BA14,solriamfetol,solriamfetol,llm
N06BA15,dexmethylphenidate and serdexmethylphenidate,deksmetilfenidat ve serdeksmetilfenidat,llm
N06BC01,caffeine,kafein sitrat,titck
N06BC02,propentofylline,propentofilin,llm
N06BX01,meclofenoxate,meklofenoksat,llm
N06BX02,pyritinol,piritinol,llm
N06BX03,piracetam,pirasetam,titck
N06BX04,deanol,deanol,llm
N06BX05,fipexide,fipeksid,llm
N06BX06,citicoline,sitikolin sodyum,titck
N06BX07,oxiracetam,oksirasetam,llm
N06BX08,pirisudanol,pirisudanol,llm
N06BX09,linopirdine,linopirdin,llm
N06BX10,nizofenone,nizofenon,llm
N06BX11,aniracetam,anirasetam,llm
N06BX12,acetylcarnitine,asetilkarnitin,llm
N06BX13,idebenone,idebenon,titck
N06BX14,prolintane,prolintan,llm
N06BX15,pipradrol,pipradrol,llm
N06BX16,pramiracetam,pramirasetam,llm
N06BX17,adrafinil,adrafinil,llm
N06BX18,vinpocetine,vinposetin,llm
N06BX21,temgicoluril,temgikoluril,llm
N06BX22,phenibut,fenibut,llm
N06BX53,piracetam and cinnarizine,pirasetam ve sinnarizin,llm
N06CA01,amitriptyline and psycholeptics,amitriptilin ve psikoleptikler,llm
N06CA02,melitracen and psycholeptics,melitrasen ve psikoleptikler,llm
N06CA03,fluoxetine and psycholeptics,olanzapin ve fluoksetin,titck
N06DA01,tacrine,takrin,llm
N06DA02,donepezil,donepezil hidroklorür,titck
N06DA03,rivastigmine,rivastigmin hidrojen tartarat,titck
N06DA04,galantamine,galantamin,titck
N06DA05,ipidacrine,ipidakrin,llm
N06DA06,benzgalantamine,benzgalantamin,llm
N06DA52,donepezil and memantine,"donepezil hidroklorür, memantin hidroklorür",titck
N06DA53,"donepezil, memantine and Ginkgo folium","donepezil hcl, memantin hcl ve ginkgo biloba kuru ekstresi",titck
N06DX01,memantine,memantin hcl,titck
N06DX02,Ginkgo folium,ginkgo biloba yapraklari kuru ekstresi,titck
N06DX03,aducanumab,adukanumab,llm
N06DX04,lecanemab,lekanemab,llm
N06DX05,donanemab,donanemab,llm
N06DX06,blarcamesine,blarkamesin,llm
N06DX07,hydromethylthionine,hidrometiltiyonin,llm
N06DX30,combinations,memantin hcl ve ginko biloba kuru ekstresi,titck
N07AA01,neostigmine,neostigmin metilsülfat,titck
N07AA02,pyridostigmine,piridostigmin bromür,titck
N07AA03,distigmine,distigmin,llm
N07AA30,ambenonium,ambenonium,llm
N07AA51,"neostigmine, combinations","neostigmin, kombinasyonlar",llm
N07AB01,carbachol,karbakol,llm
N07AB02,bethanechol,betanekol,llm
N07AX01,pilocarpine,pilocarpine,titck
N07AX02,choline alfoscerate,kolin alfaskerat hidrat,titck
N07AX03,cevimeline,sevimelin,llm
N07BA01,nicotine,nicotine,titck
N07BA03,varenicline,varenicline,titck
N07BA04,cytisinicline,sitizin,titck
N07BB01,disulfiram,disulfiram,titck
N07BB02,calcium carbimide,kalsiyum karbimid,llm
N07BB03,acamprosate,akamprosat,titck
N07BB04,naltrexone,naltrekson hidroklorür,titck
N07BB05,nalmefene,nalmefen hidroklorür dihidrat,titck
N07BB06,ondelopran,ondelopran,llm
N07BC01,buprenorphine,buprenorfin,titck
N07BC02,methadone,metadon,llm
N07BC03,levacetylmethadol,levasetilmetadol,llm
N07BC04,lofexidine,lofeksidin,llm
N07BC05,levomethadone,levometadon,llm
N07BC06,diamorphine,diamorfin,llm
N07BC51,"buprenorphine, combinations","buprenorphine, nalokson",titck
N07CA01,betahistine,betahistin dihidroklorür,titck
N07CA02,cinnarizine,cinnarizine,titck
N07CA03,flunarizine,flunarizin hidroklorür,titck
N07CA04,acetylleucine,asetillösin,llm
N07CA52,"cinnarizine, combinations","sinnarizin, kombinasyonlar",llm
N07XX01,tirilazad,tirilazad,llm
N07XX02,riluzole,riluzol,titck
N07XX03,xaliproden,ksaliproden,llm
N07XX04,sodium oxybate,sodyum oksibat,titck
N07XX05,amifampridine,amifampridin,llm
N07XX06,tetrabenazine,tetrabenazin,llm
N07XX07,fampridine,fampiridin,titck
N07XX08,tafamidis,tafamidis,titck
N07XX10,laquinimod,lakinimod,llm
N07XX11,pitolisant,pitolisant,llm
N07XX12,patisiran,patisiran,llm
N07XX13,valbenazine,valbenazin,llm
N07XX14,edaravone,edaravon,llm
N07XX15,inotersen,inotersen,llm
N07XX16,deutetrabenazine,deutetrabenazin,llm
N07XX17,arimoclomol,arimoklomol,llm
N07XX18,vutrisiran,vutrisiran,llm
N07XX19,sodium phenylbutyrate and ursodoxicoltaurine,sodyum fenilbutirat ve ursodoksikoltaurin,llm
N07XX21,eplontersen,eplontersen,llm
N07XX22,tofersen,tofersen,llm
N07XX23,troriluzole,troriluzol,llm
N07XX24,trofinetide,trofinetid,llm
N07XX25,omaveloxolone,omaveloksolon,llm
N07XX26,pridopidine,pridopidin,llm
N07XX27,levacetylleucine,levasetillösin,llm
N07XX59,"dextromethorphan, combinations","dekstrometorfan, kombinasyonlar",llm
P01AA01,broxyquinoline,broksikinolin,llm
P01AA02,clioquinol,kliokinol,llm
P01AA04,chlorquinaldol,klorkinaldol,llm
P01AA05,tilbroquinol,tilbrokinol,llm
P01AA30,tilbroquinol and tiliquinol,tilbrokinol ve tilikinol,llm
P01AA52,"clioquinol, combinations","kliokinol, kombinasyonlar",llm
P01AB01,metronidazole,metronidazole,titck
P01AB02,tinidazole,tinidazol,titck
P01AB03,ornidazole,ornidazol,titck
P01AB04,azanidazole,azanidazol,llm
P01AB05,propenidazole,propenidazol,llm
P01AB06,nimorazole,nimorazol,llm
P01AB07,secnidazole,seknidazol,titck
P01AB08,satranidazole,satranidazol,llm
P01AB51,metronidazole and furazolidone,metronidazol ve furazolidon,llm
P01AB52,metronidazole and diloxanide,metronidazol ve diloksanid,llm
P01AB53,tinidazole and diloxanide,tinidazol ve diloksanid,llm
P01AC01,diloxanide,diloksanid,llm
P01AC02,clefamide,klefamid,llm
P01AC03,etofamide,etofamid,llm
P01AC04,teclozan,teklozan,llm
P01AR01,arsthinol,arstinol,llm
P01AR02,difetarsone,difetarson,llm
P01AR03,glycobiarsol,glikobiarsol,llm
P01AR53,"glycobiarsol, combinations","glikobiarsol, kombinasyonlar",llm
P01AX01,chiniofon,kiniofon,llm
P01AX02,emetine,emetin,llm
P01AX04,phanquinone,fankinon,llm
P01AX05,mepacrine,mepakrin,llm
P01AX06,atovaquone,atovakon,llm
P01AX07,trimetrexate,trimetreksat,llm
P01AX08,tenonitrozole,tenonitrozol,llm
P01AX09,dehydroemetine,dehidroemetin,llm
P01AX10,fumagillin,fumagilin,llm
P01AX11,nitazoxanide,nitazoksanid,llm
P01AX52,"emetine, combinations","emetin, kombinasyonlar",llm
P01BA01,chloroquine,klorokin fosfat,titck
P01BA02,hydroxychloroquine,hidroksiklorokin sülfat,titck
P01BA03,primaquine,primakin,llm
P01BA06,amodiaquine,amodiakin,llm
P01BA07,tafenoquine,tafenokin,llm
P01BB01,proguanil,proguanil,llm
P01BB02,cycloguanil embonate,sikloguanil embonat,llm
P01BB51,proguanil and atovaquone,proguanil ve atovakon,llm
P01BB52,chloroquine and proguanil,klorokin ve proguanil,llm
P01BC01,quinine,kinin,llm
P01BC02,mefloquine,meflokin,llm
P01BD01,pyrimethamine,pirimetamin,llm
P01BD51,"pyrimethamine, combinations","pirimetamin, kombinasyonlar",llm
P01BE01,artemisinin,artemisinin,llm
P01BE02,artemether,artemeter,llm
P01BE03,artesunate,artesunat,llm
P01BE04,artemotil,artemotil,llm
P01BE05,artenimol,artenimol,llm
P01BF01,artemether and lumefantrine,artemeter ve lumefantrin,llm
P01BF02,artesunate and mefloquine,artesunat ve meflokin,llm
P01BF03,artesunate and amodiaquine,artesunat ve amodiakin,llm
P01BF04,"artesunate, sulfalene and pyrimethamine","artesunat, sulfalen ve pirimetamin",llm
P01BF05,artenimol and piperaquine,artenimol ve piperakin,llm
P01BF06,artesunate and pyronaridine,artesunat ve pironaridin,llm
P01BF07,artemisinin and piperaquine,artemisinin ve piperakin,llm
P01BF08,artemisinin and naphthoquine,artemisinin ve naftokin,llm
P01BF09,"artesunate, sulfadoxine and pyrimethamine","artesunat, sulfadoksin ve pirimetamin",llm
P01BX01,halofantrine,halofantrin,llm
P01BX02,arterolane and piperaquine,arterolan ve piperakin,llm
P01CA02,benznidazole,benznidazol,llm
P01CA03,fexinidazole,feksinidazol,llm
P01CB01,meglumine antimonate,meglumin antimonat,llm
P01CB02,sodium stibogluconate,sodyum stiboglukonat,llm
P01CC01,nifurtimox,nifurtimoks,llm
P01CC02,nitrofural,nitrofural,llm
P01CD01,melarsoprol,melarsoprol,llm
P01CD02,acetarsol,asetarsol,llm
P01CX01,pentamidine isethionate,pentamidin izetionat,llm
P01CX02,suramin sodium,suramin sodyum,llm
P01CX03,eflornithine,eflornitin,llm
P01CX04,miltefosine,miltefosin,llm
P02BA01,praziquantel,prazikuantel,llm
P02BA02,oxamniquine,oksamnikin,llm
P02BA03,arpraziquantel,arprazikuantel,llm
P02BB01,metrifonate,metrifonat,llm
P02BX01,bithionol,bitionol,llm
P02BX02,niridazole,niridazol,llm
P02BX03,stibophen,stibofen,llm
P02BX04,triclabendazole,triklabendazol,llm
P02CA01,mebendazole,mebendazole,titck
P02CA02,tiabendazole,tiabendazol,llm
P02CA03,albendazole,albendazole,titck
P02CA04,ciclobendazole,siklobendazol,llm
P02CA05,flubendazole,flubendazol,llm
P02CA06,fenbendazole,fenbendazol,llm
P02CA51,"mebendazole, combinations","mebendazol, kombinasyonlar",llm
P02CA53,albendazole and ivermectin,albendazol ve ivermektin,llm
P02CB01,piperazine,piperazine,titck
P02CB02,diethylcarbamazine,dietilkarbamazin,llm
P02CC01,pyrantel,pirantel pamoat,titck
P02CC02,oxantel,oksantel,llm
P02CE01,levamisole,levamisole,titck
P02CF01,ivermectin,i̇vermektin,titck
P02CX01,pyrvinium,pirvinyum,titck
P02CX02,bephenium,befenyum,llm
P02CX03,moxidectin,moksidektin,llm
P02DA01,niclosamide,niklozamid,titck
P02DX01,desaspidin,desaspidin,llm
P02DX02,dichlorophen,diklorofen,titck
P03AA01,dixanthogen,diksantogen,llm
P03AA02,potassium polysulfide,potasyum polisülfür,llm
P03AA03,mesulfen,mesulfen,llm
P03AA04,disulfiram,disülfiram,llm
P03AA05,thiram,tiram,llm
P03AA54,"disulfiram, combinations","disülfiram, kombinasyonlar",llm
P03AB01,clofenotane,klofenotan,llm
P03AB02,lindane,lindan,llm
P03AB51,"clofenotane, combinations","klofenotan, kombinasyonlar",llm
P03AC01,pyrethrum,piretrum,llm
P03AC02,bioallethrin,bioalletrin,llm
P03AC03,phenothrin,sumitrin,titck
P03AC04,permethrin,permetrin,titck
P03AC51,"pyrethrum, combinations",piretrin / piperonil bütoksid,titck
P03AC52,"bioallethrin, combinations","bioalletrin, kombinasyonlar",llm
P03AC53,"phenothrin, combinations","fenotrin, kombinasyonlar",llm
P03AC54,"permethrin, combinations","permetrin, kombinasyonlar",llm
P03AX01,benzyl benzoate,benzyl benzoate,titck
P03AX02,copper oleinate,bakır oleinat,llm
P03AX03,malathion,malation,llm
P03AX04,quassia,kuasya,llm
P03AX05,dimeticone,dimetikon,llm
P03AX06,benzyl alcohol,benzil alkol,llm
P03AX07,abametapir,abametapir,llm
P03BA01,cyfluthrin,siflutrin,llm
P03BA02,cypermethrin,sipermetrin,llm
P03BA03,decamethrin,dekametrin,llm
P03BA04,tetramethrin,tetrametrin,llm
P03BX01,diethyltoluamide,dietiltoluamid,llm
P03BX02,dimethylphthalate,dimetilftalat,llm
P03BX03,dibutylphthalate,dibutilftalat,llm
P03BX04,dibutylsuccinate,dibutilsüksinat,llm
P03BX05,dimethylcarbate,dimetilkarbat,llm
P03BX06,etohexadiol,etoheksadiol,llm
R01AA02,cyclopentamine,siklopentamin,llm
R01AA03,ephedrine,efedrin,llm
R01AA04,phenylephrine,fenilefrin,llm
R01AA05,oxymetazoline,oksimetazolin hidroklorür,titck
R01AA06,tetryzoline,tetryzoline,titck
R01AA07,xylometazoline,ksilometazolin hcl,titck
R01AA08,naphazoline,naphazoline,titck
R01AA09,tramazoline,tramazolin,llm
R01AA10,metizoline,metizolin,llm
R01AA11,tuaminoheptane,tuaminoheptan,llm
R01AA12,fenoxazoline,fenoksazolin,llm
R01AA13,tymazoline,timazolin,llm
R01AA14,epinephrine,epinefrin,llm
R01AA15,indanazoline,indanazolin,llm
R01AB01,phenylephrine,fenilefrin,llm
R01AB02,naphazoline,nafazolin,llm
R01AB03,tetryzoline,tetrizolin,llm
R01AB05,ephedrine,efedrin,titck
R01AB06,xylometazoline,"ksilometazolin hidroklorür, ipratropium bromür",titck
R01AB07,oxymetazoline,"oksimetazolin hidroklorür, i̇pratropium bromür",titck
R01AB08,tuaminoheptane,tuaminoheptan,llm
R01AC01,cromoglicic acid,kromoglisik asit,llm
R01AC02,levocabastine,levokabastin,llm
R01AC03,azelastine,azelastin hidroklorür,titck
R01AC04,antazoline,antazolin,llm
R01AC05,spaglumic acid,spaglumik asit,llm
R01AC06,thonzylamine,tonzilamin,llm
R01AC07,nedocromil,nedokromil,llm
R01AC08,olopatadine,olapatadin hidroklorür,titck
R01AC51,"cromoglicic acid, combinations","kromoglisik asit, kombinasyonlar",llm
R01AD01,beclometasone,beklometazon dipropiyonat,titck
R01AD02,prednisolone,prednizolon,llm
R01AD03,dexamethasone,deksametazon,llm
R01AD04,flunisolide,flunisolid,llm
R01AD05,budesonide,budesonid,titck
R01AD06,betamethasone,betametazon,llm
R01AD07,tixocortol,tiksokortol,llm
R01AD08,fluticasone,flutikazon propiyonat,titck
R01AD09,mometasone,mometazon furoat monohidrat,titck
R01AD11,triamcinolone,triamsinolon asetonid,titck
R01AD12,fluticasone furoate,flutikazon furoat,titck
R01AD13,ciclesonide,siklesonid,titck
R01AD52,"prednisolone, combinations","prednizolon, kombinasyonlar",llm
R01AD53,"dexamethasone, combinations","deksametazon, kombinasyonlar",llm
R01AD57,"tixocortol, combinations","tiksokortol, kombinasyonlar",llm
R01AD58,"fluticasone, combinations","azelastin hidroklorür, flutikazon propiyonat",titck
R01AD59,"mometasone, combinations","azelastin hidroklorür, flutikazon propiyonat",titck
R01AD60,"hydrocortisone, combinations","hidrokortizon, kombinasyonlar",llm
R01AX01,calcium hexamine thiocyanate,kalsiyum heksamin tiyosiyanat,llm
R01AX02,retinol,retinol,llm
R01AX03,ipratropium bromide,ipratropyum bromür,llm
R01AX05,ritiometan,ritiometan,llm
R01AX06,mupirocin,mupirosin,llm
R01AX07,hexamidine,heksamidin,llm
R01AX08,framycetin,framisetin,llm
R01AX09,hyaluronic acid,hiyaluronik asit,llm
R01AX10,various,sodyum klorür,titck
R01AX30,combinations,kombinasyonlar,llm
